Insider Trading,Relationship,Date,Transaction,Cost,Shares,Value ($),SEC Form 4
Nardecchia Christopher,"SVP, Chief Information Officer",2021-12-06,Sale,342.74,1180,404438,Dec 07 06:24 PM
Kulaszewicz Frank C,SVP,2021-12-06,Sale,342.78,2767,948465,Dec 07 06:21 PM
Fooks Elik I,Senior Vice President,2021-12-06,Sale,342.76,962,329734,Dec 07 06:22 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-12-06,Sale,342.77,324,111058,Dec 07 06:20 PM
Riesterer Terry L.,Vice President and Controller,2021-12-06,Sale,342.78,233,79867,Dec 07 06:20 PM
Wlodarczyk Francis,SVP,2021-12-06,Sale,342.74,2121,726943,Dec 07 06:18 PM
Moret Blake D.,President and CEO,2021-12-06,Sale,342.84,11120,3812413,Dec 07 06:18 PM
Chand Sujeet,"Sr VP, Technology",2021-12-06,Sale,342.75,1831,627572,Dec 07 06:16 PM
House Rebecca W,"SVP, CLO and Secretary",2021-12-04,Option Exercise,0,3831,0,Dec 07 06:26 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-12-04,Option Exercise,0,620,0,Dec 07 06:25 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-12-04,Option Exercise,0,1916,0,Dec 07 06:24 PM
Kulaszewicz Frank C,SVP,2021-12-04,Option Exercise,0,4968,0,Dec 07 06:21 PM
Fooks Elik I,Senior Vice President,2021-12-04,Option Exercise,0,1728,0,Dec 07 06:22 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-12-04,Option Exercise,0,548,0,Dec 07 06:20 PM
Riesterer Terry L.,Vice President and Controller,2021-12-04,Option Exercise,0,576,0,Dec 07 06:20 PM
Wlodarczyk Francis,SVP,2021-12-04,Option Exercise,0,3831,0,Dec 07 06:18 PM
Moret Blake D.,President and CEO,2021-12-04,Option Exercise,0,19095,0,Dec 07 06:18 PM
Chand Sujeet,"Sr VP, Technology",2021-12-04,Option Exercise,0,3140,0,Dec 07 06:16 PM
Fooks Elik I,Senior Vice President,2021-11-18,Option Exercise,115.69,4300,497467,Nov 19 08:02 AM
Fooks Elik I,Senior Vice President,2021-11-18,Sale,342.4,4300,1472309,Nov 19 08:02 AM
Chand Sujeet,"Sr VP, Technology",2021-11-17,Option Exercise,80.11,1200,96132,Nov 18 03:59 PM
MILLER JOHN M,VP and Chief IP Counsel,2021-11-12,Sale,334.39,600,200634,Nov 15 09:05 AM
Riesterer Terry L.,Vice President and Controller,2021-11-04,Option Exercise,192.86,1900,366434,Nov 05 04:32 PM
Riesterer Terry L.,Vice President and Controller,2021-11-04,Sale,342.68,1900,651087,Nov 05 04:32 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-11-02,Sale,341.57,414,141411,Nov 02 07:22 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-10-04,Sale,292.06,704,205614,Oct 05 11:04 AM
Fooks Elik I,Senior Vice President,2021-08-27,Option Exercise,108.89,2900,315781,Aug 30 06:28 PM
Fooks Elik I,Senior Vice President,2021-08-27,Sale,321.68,2900,932881,Aug 30 06:28 PM
Riesterer Terry L.,Vice President and Controller,2021-08-05,Option Exercise,136.4,2500,341000,Aug 06 10:14 AM
Riesterer Terry L.,Vice President and Controller,2021-08-05,Sale,311.28,2500,778208,Aug 06 10:14 AM
Kulaszewicz Frank C,SVP,2021-07-30,Sale,304.2,2764,840818,Aug 02 08:24 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-20,Option Exercise,194.2,8929,1734007,Jul 21 07:25 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-20,Sale,295.03,8929,2634283,Jul 21 07:25 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-16,Option Exercise,192.86,2171,418699,Jul 19 05:53 PM
Nardecchia Christopher,"SVP, Chief Information Officer",2021-07-16,Sale,295.44,2171,641406,Jul 19 05:53 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-07-07,Option Exercise,136.4,2300,313720,Jul 07 05:16 PM
Nicolas Ernest,"SVP,Chief Supply Chain Officer",2021-07-07,Sale,290,2300,667000,Jul 07 05:16 PM
Wlodarczyk Francis,SVP,2021-07-06,Sale,284.34,116,32983,Jul 07 04:23 PM
